,train_cv_f1,val_cv_f1,accuracy,f1,roc_auc,stat_parity,equal_opp,equal_odds,avg_odds_diff,tpr,fpr,fnr,best_model,best_parameter,stat_parity_age,equal_opp_age,equal_odds_age,avg_odds_diff_age,tpr_age,fpr_age,fnr_age
DT,0.8943763542234612,0.4675207208420455,0.6610169491525424,0.47387101293606687,0.6376195524366017,0.2916144477378735,0.2534182960395899,0.2981236229716473,0.25658862328407905,0.43397768348263394,0.2156628685114849,0.566022316517366,"Pipeline(steps=[('scaler', MinMaxScaler()),
                ('clf',
                 DecisionTreeClassifier(max_depth=10, min_samples_split=10,
                                        random_state=57))])",,,,,,,,
RW,,,0.6677966101694915,0.4575645756457565,0.6404203591875147,0.2188640926006363,0.17663543583737662,0.18685400516795866,0.18174472050266766,0.3987138263665595,0.18641114982578397,0.6012861736334405,"Pipeline(steps=[('scaler', MinMaxScaler()),
                ('clf',
                 DecisionTreeClassifier(max_depth=10, min_samples_split=10,
                                        random_state=57))])",,,,,,,,
PR_eta_100.0,,,0.6813559322033899,0.36771300448430494,0.6604860123015562,0.21729687848514379,0.2647231052367408,0.2647231052367408,0.20051400739873215,0.26366559485530544,0.09233449477351917,0.7363344051446945,<aif360.algorithms.inprocessing.prejudice_remover.PrejudiceRemover object at 0x78ee7813eb90>,100.0,,,,,,,
DIR_rl_0.5,,,0.6757062146892655,0.5240464344941956,0.6576122881118567,0.2370132538182501,0.22611678099380955,0.22611678099380955,0.19363009592326136,0.5080385852090032,0.23344947735191637,0.4919614147909968,"Pipeline(steps=[('scaler', MinMaxScaler()),
                ('clf',
                 DecisionTreeClassifier(max_depth=10, min_samples_split=10,
                                        random_state=57))])",0.5,,,,,,,
EGR_EqualizedOdds_eps_0.1,,,0.6519774011299435,0.3125,0.5711820921608388,0.016576077386332932,-0.029738999498075958,0.029738999498075958,-0.009346243935084493,0.26366559485530544,0.09233449477351917,0.7363344051446945,"ExponentiatedGradient(constraints=<fairlearn.reductions._moments.utility_parity.EqualizedOdds object at 0x78ee983ed190>,
                      eps=0.1,
                      estimator=LogisticRegression(random_state=57,
                                                   solver='liblinear'),
                      nu=np.float64(0.003860672492347415))",0.1,,,,,,,
ADV_ep_50_bs_64,,,0.6677966101694915,0.4048582995951417,0.6673650245919087,0.08561567448904123,0.06901455579722265,0.06901455579722265,0.053870972989050595,0.26366559485530544,0.09233449477351917,0.7363344051446945,<aif360.algorithms.inprocessing.adversarial_debiasing.AdversarialDebiasing object at 0x78ee6a1a1890>,50,,,,,,,
MLRW,,,0.655367231638418,0.4543828264758497,0.6371461061877501,0.16984609605202913,0.13317717918688304,0.13575581395348837,0.13446649657018572,0.40836012861736337,0.21080139372822299,0.5916398713826366,"Pipeline(steps=[('scaler', MinMaxScaler()),
                ('clf',
                 DecisionTreeClassifier(max_depth=10, min_samples_split=10,
                                        random_state=57))])",,0.08812732141314672,0.05510344151387386,0.06536050156739809,0.060231971540635976,0.40836012861736337,0.21080139372822299,0.5916398713826366
