Model,Protected Attribute,Accuracy,Balanced Accuracy,Disparate Impact,Statistical Parity Difference,Equal Opportunity Difference,Equalized Odds Difference,Average Odds Difference,dataset
RW_AGE_SEX,Age,0.74,0.6428237494156148,1.0074836917886234,0.005410486693731342,-0.04101748807631156,0.04101748807631156,-0.03491335351318775,German_Age_bias3
ORIGINAL,Sex,0.75,0.6404585959574005,0.991179435483871,-0.00654511453950446,-0.00020145044319097583,0.06650246305418728,-0.03335195674868913,German_Age_bias4
ORIGINAL,Age,0.75,0.6404585959574005,1.0838537020517396,0.06107862248213125,0.014973262032085488,0.06103286384976525,0.03800306294092537,German_Age_bias4
MMRW,Sex,0.75333333,0.6567050641164964,1.0,0.0,-0.022763900080580157,0.05049261083743839,-0.036628255459009273,German_Age_bias4
MMRW,Age,0.75333333,0.6567050641164964,0.9999999999999999,-1.1102230246251565e-16,-0.024598930481283365,0.20563380281690136,-0.11511636664909236,German_Age_bias4
RW_SEX_AGE,Sex,0.76,0.6613779613127582,0.9851412831218619,-0.01104616090842836,-0.0364625302175664,0.05049261083743839,-0.043477570527502396,German_Age_bias4
RW_SEX_AGE,Age,0.76,0.6613779613127582,1.0000000000000004,3.3306690738754696e-16,-0.036363636363636376,0.20563380281690136,-0.12099871959026887,German_Age_bias4
RW_AGE_SEX,Sex,0.75666666,0.6590415127146272,1.0000000000000002,2.220446049250313e-16,-0.008058017727639033,0.05049261083743839,-0.02927531428253871,German_Age_bias4
RW_AGE_SEX,Age,0.75666666,0.6590415127146272,1.005697542697186,0.004211615047167716,-0.0018716577540106583,0.20563380281690136,-0.10375273028545601,German_Age_bias4
ORIGINAL,Sex,0.82,0.6063717561009916,0.7626931567328917,-0.20742884708152443,-0.12228360957642725,0.4285714285714286,-0.27542751907392793,German_GenAlgo_age
ORIGINAL,Age,0.82,0.6063717561009916,0.8700564971751412,-0.10952380952380958,-0.1208782104391053,0.16091954022988508,-0.1408988753344952,German_GenAlgo_age
MMRW,Sex,0.8066667,0.5276742386947043,0.9999999999999999,-1.1102230246251565e-16,-0.005616942909760669,0.04404761904761911,-0.02483228097868989,German_GenAlgo_age
MMRW,Age,0.8066667,0.5276742386947043,0.9999999999999996,-3.3306690738754696e-16,-0.04225352112676062,0.13793103448275867,0.04783875667799903,German_GenAlgo_age
RW_SEX_AGE,Sex,0.8066667,0.5276742386947043,1.003593329486041,0.0029073707691703587,-0.005616942909760669,0.04404761904761911,-0.02483228097868989,German_GenAlgo_age
RW_SEX_AGE,Age,0.8066667,0.5276742386947043,0.9999999999999998,-2.220446049250313e-16,-0.04225352112676062,0.13793103448275867,0.04783875667799903,German_GenAlgo_age
RW_AGE_SEX,Sex,0.8066667,0.5276742386947043,1.0000000000000002,1.1102230246251565e-16,-0.005616942909760669,0.04404761904761911,-0.02483228097868989,German_GenAlgo_age
RW_AGE_SEX,Age,0.8066667,0.5276742386947043,1.0072164350708384,0.005832700997254858,-0.04225352112676062,0.13793103448275867,0.04783875667799903,German_GenAlgo_age
ORIGINAL,Sex,0.80333334,0.8360906862745099,0.89311957247829,-0.07619047619047614,-0.11347517730496459,0.11347517730496459,-0.05174666306264564,German_GenAlgo_sex
ORIGINAL,Age,0.80333334,0.8360906862745099,0.6187208169878124,-0.282584205236139,-0.13611111111111107,0.13611111111111107,-0.10538949966916067,German_GenAlgo_sex
MMRW,Sex,0.7866667,0.7990196078431373,1.0000000000000002,1.1102230246251565e-16,-0.0499831138129011,0.07259528130671505,0.011306083746906975,German_GenAlgo_sex
MMRW,Age,0.7866667,0.7990196078431373,0.9999999999999997,-2.220446049250313e-16,0.07777777777777783,0.168575355016033,0.12317656639690541,German_GenAlgo_sex
RW_SEX_AGE,Sex,0.7866667,0.7990196078431373,1.032619277405147,0.02228809029055101,-0.0499831138129011,0.11615245009074408,0.03308466813892149,German_GenAlgo_sex
RW_SEX_AGE,Age,0.7866667,0.7990196078431373,1.0,0.0,0.07777777777777783,0.168575355016033,0.12317656639690541,German_GenAlgo_sex
RW_AGE_SEX,Sex,0.7866667,0.7990196078431373,0.9999999999999997,-2.220446049250313e-16,-0.0499831138129011,0.07259528130671505,0.011306083746906975,German_GenAlgo_sex
RW_AGE_SEX,Age,0.7866667,0.7990196078431373,1.0088487755187647,0.006095876922784127,0.07777777777777783,0.168575355016033,0.12317656639690541,German_GenAlgo_sex
