Model,Protected Attribute,Accuracy,Balanced Accuracy,Disparate Impact,Statistical Parity Difference,Equal Opportunity Difference,Equalized Odds Difference,Average Odds Difference
ORIGINAL,Sex,0.7366667,0.6433691756272402,0.965250718620249,-0.025432445067788745,-0.022817460317460347,0.08787878787878789,-0.05534812409812412
ORIGINAL,Age,0.7366667,0.6433691756272402,0.9682426404995539,-0.023131903833658263,-0.06216216216216219,0.07426376440460947,-0.06821296328338583
MMRW,Sex,0.74333334,0.6393174380551659,0.9999999999999999,-1.1102230246251565e-16,0.010912698412698374,0.010912698412698374,0.006971500721500712
MMRW,Age,0.74333334,0.6393174380551659,1.0,0.0,0.007154213036566048,0.007154213036566048,0.004857516249396954
RW_SEX_AGE,Sex,0.74,0.6457846345644382,1.004216036458549,0.003048423086797536,-0.006944444444444531,0.040909090909090895,-0.023926767676767713
RW_SEX_AGE,Age,0.74,0.6457846345644382,0.9999999999999999,-1.1102230246251565e-16,-0.06804451510333864,0.07426376440460947,-0.07115413975397405
RW_AGE_SEX,Sex,0.74,0.6428237494156148,1.0,0.0,0.008928571428571397,0.010606060606060619,-0.000838744588744611
RW_AGE_SEX,Age,0.74,0.6428237494156148,1.0074836917886234,0.005410486693731342,-0.04101748807631156,0.04101748807631156,-0.03491335351318775
