,train_cv_f1,val_cv_f1,accuracy,f1,roc_auc,stat_parity,equal_opp,equal_odds,avg_odds_diff,tpr,fpr,fnr,best_model,best_parameter,stat_parity_sex,equal_opp_sex,equal_odds_sex,avg_odds_diff_sex,tpr_sex,fpr_sex,fnr_sex
LGBM,0.9260087912531862,0.9247586392535995,0.8602542841348811,0.924877155035006,0.6965044155361672,0.0,0.0,0.0,0.0,1.0,1.0,0.0,"Pipeline(steps=[('scaler', MinMaxScaler()),
                ('clf',
                 LGBMClassifier(learning_rate=0.01, max_depth=10,
                                n_estimators=50, random_state=57))])",,,,,,,,
RW,,,0.8602542841348811,0.9248781647450375,0.687274533958897,0.0,0.0,0.0,0.0,1.0,1.0,0.0,"Pipeline(steps=[('scaler', MinMaxScaler()),
                ('clf',
                 LGBMClassifier(learning_rate=0.01, max_depth=10,
                                n_estimators=50, random_state=57))])",,,,,,,,
PR_eta_1.0,,,0.8603648424543947,0.9248795574852793,0.6776239773450095,0.0010670940480728142,0.00028847879055993175,0.011319508339821094,0.005803993565190513,0.9992288908880607,0.9944620253164557,0.0007711091119393394,<aif360.algorithms.inprocessing.prejudice_remover.PrejudiceRemover object at 0x7817a62650d0>,1.0,,,,,,,
DIR_rl_0.1,,,0.8602542841348811,0.9248781647450375,0.6964243881964993,0.0,0.0,0.0,0.0,1.0,1.0,0.0,"Pipeline(steps=[('scaler', MinMaxScaler()),
                ('clf',
                 LGBMClassifier(learning_rate=0.01, max_depth=10,
                                n_estimators=50, random_state=57))])",0.1,,,,,,,
EGR_EqualizedOdds_eps_0.001,,,0.8595909342177999,0.9244407425035698,0.5016023086095797,0.00033331066092867623,-8.911169761804949e-05,0.00629438271168048,0.003102635507031215,0.9894615088034957,0.9825949367088608,0.010538491196504305,"ExponentiatedGradient(constraints=<fairlearn.reductions._moments.utility_parity.EqualizedOdds object at 0x7817a5ec8550>,
                      eps=0.001,
                      estimator=LogisticRegression(random_state=57,
                                                   solver='liblinear'),
                      nu=np.float64(0.0009139865378140097))",0.001,,,,,,,
ADV_ep_20_bs_32,,,0.8599226091763406,0.9246864411817155,0.6926872949199525,-0.00044027003228641615,-0.0005218298834579471,0.0005218298834579471,-0.00026091494172897356,0.9894615088034957,0.9825949367088608,0.010538491196504305,<aif360.algorithms.inprocessing.adversarial_debiasing.AdversarialDebiasing object at 0x781793ed3b90>,20,,,,,,,
MLRW,,,0.8602542841348811,0.9248781647450375,0.6815333093920765,0.0,0.0,0.0,0.0,1.0,1.0,0.0,"Pipeline(steps=[('scaler', MinMaxScaler()),
                ('clf',
                 LGBMClassifier(learning_rate=0.01, max_depth=10,
                                n_estimators=50, random_state=57))])",,0.0,0.0,0.0,0.0,1.0,1.0,0.0
