,train_cv_f1,val_cv_f1,accuracy,f1,roc_auc,stat_parity,equal_opp,equal_odds,avg_odds_diff,tpr,fpr,fnr,best_model,best_parameter,stat_parity_race,equal_opp_race,equal_odds_race,avg_odds_diff_race,tpr_race,fpr_race,fnr_race
RF,0.7634434971438903,0.47365848900633445,0.8692996474212508,0.4987143375462986,0.8579698879684545,-0.11984476611415053,-0.20650140677235926,0.20650140677235926,-0.12822923835028718,0.4021489809983918,0.040584767055831014,0.5978510190016081,"Pipeline(steps=[('scaler', MinMaxScaler()),
                ('clf', RandomForestClassifier(max_depth=30, random_state=57))])",,,,,,,,
RW,,,0.8681,0.4869700505639829,0.8569322695921148,-0.10361330001921969,-0.15638864766716665,0.15638864766716665,-0.09848249410059358,0.3866584311303274,0.038897506264168956,0.6133415688696726,"Pipeline(steps=[('scaler', MinMaxScaler()),
                ('clf', RandomForestClassifier(max_depth=30, random_state=57))])",,,,,,,,
PR_eta_100.0,,,0.8388,0.009828009828009828,0.5775988645749279,-0.0013437760266512909,-0.003499250019736323,0.003499250019736323,-0.0018757284146600909,0.004941321803582459,0.00011931750387781887,0.9950586781964176,<aif360.algorithms.inprocessing.prejudice_remover.PrejudiceRemover object at 0x7fa09672e950>,100.0,,,,,,,
DIR_rl_0.5,,,0.8711,0.5036580670003851,0.8592912039121402,-0.11385738996732654,-0.20218678455830108,0.20218678455830108,-0.12256532399141547,0.40395305744286597,0.03865887125641332,0.5960469425571341,"Pipeline(steps=[('scaler', MinMaxScaler()),
                ('clf', RandomForestClassifier(max_depth=30, random_state=57))])",0.5,,,,,,,
EGR_EqualizedOdds_eps_0.01,,,0.8702,0.4774557165861514,0.6841685202396461,-0.055120443333973985,-0.029718954764348327,0.029718954764348327,-0.016850317751711967,0.004941321803582459,0.00011931750387781887,0.9950586781964176,"ExponentiatedGradient(constraints=<fairlearn.reductions._moments.utility_parity.EqualizedOdds object at 0x7fa094139d10>,
                      estimator=LogisticRegression(random_state=57,
                                                   solver='liblinear'),
                      nu=np.float64(0.0008340503654419395))",0.01,,,,,,,
ADV_ep_10_bs_64,,,0.8697,0.4653262207632335,0.8655658748696184,-0.058024216798001155,-0.039914739085813555,0.039914739085813555,-0.02408659926127584,0.004941321803582459,0.00011931750387781887,0.9950586781964176,<aif360.algorithms.inprocessing.adversarial_debiasing.AdversarialDebiasing object at 0x7fa08bd69610>,10,,,,,,,
MLRW,,,0.8684,0.4895267649340574,0.8568676362067528,-0.10456947914664616,-0.15418212678613719,0.15418212678613719,-0.0978707685121358,0.3897467572575664,0.03913614127192459,0.6102532427424336,"Pipeline(steps=[('scaler', MinMaxScaler()),
                ('clf', RandomForestClassifier(max_depth=30, random_state=57))])",,-0.035340754297039534,-0.07755864578595095,0.07755864578595095,-0.04458775658884643,0.3897467572575664,0.03913614127192459,0.6102532427424336
